design,N,window,write_p50_ms,write_p95_ms,finalization_latency_ms,batch_status,success_count,slot_ids,fin_digest,finalization_stderr
B,16,10,1102.21,1153.55,2068.51,finalized,16,0x22f0b460168573c4b5eb24229a6d3057f39735e242af18fb018279c85202cd3a;0xbcd4b0b6801f53635cb3b17534688333c1e13fedffb67ce23d14640aa57d42bb;0xafb8326d47222aec53f8eab4eaeab95d9c7407295eaaa57363d2a804469399c6;0x8a28cc141307b017ad87a7774b0a877b572ba1f91ccdf848b6c188394c4e7b3e;0x275386088c27b9da08cd4574960d59a8c8e87f0982ee4733f12846b6df905afd;0x0794db27c2cfb2bf1f0624ec72aa777dd48e4734f113bd5a4ea8ed1947d1c3b0;0xc70a73dd9e6eac643e341e70bc77cd6594c0f3bbddc14b1d342d3140053bc5c9;0xa0a793d36285c5d88968550cdb606c523d6e52f2bcd4d5fc1040dfe0df7a1c1f;0x679bed86be68332d7ec68dca797becd386106668d9abac77603cbc54ed3a15f1;0xba7534568b9c6f5bcb06c20ce332db2fc8f03f86b098c6c8017fd5a8045a57b8;0xe9f1e36ab56c2e602c643c6abe073fc66da94aa33ca3026c64c3f83aadcb251b;0xf4ea5123b93de83c31f9561d772000d72c1827609a63c466a8dfbbedb025ae9f;0x6fbee8143d13e71ee857851b531592725ebaab63e203230b870daf3e712847ea;0x7eb3161a8b0019817a8d4ff2dea3cb431933ddb02dd38091d5510e134f5ee36c;0x348bed141fe48b5c68c377f5a2c62bcd8c17cb42f5865dd59fa2114da2e09613;0x0a90f243a17c12fb44b8c695d9adfe2d608c16ea06ef80f2b28789c8d4fd7a35,4nntC8YdbnkNVjbXGJcfkY68n4fg7SJcrevnipAKSSWS,
B,16,11,1152.36,1226.76,2001.94,finalized,16,0x36269cda8c098b04071699c0d78b832dddaec392789d0e5afd62f46529750907;0xc97826854433ac4a12ea4e85ecbce26e2b1c3cefd37bbca7766d2c72218ebfa2;0x6e6328e60fdc574015318e07dc0addfb918e74ea77715502b8b238c982353c18;0x14233b78267dcc205e01a475c264838730cfc204ecc2f948fbfb81fbdb34fcfa;0x943caec1bb385b43c5b3201a54174eb6524eea2fb7f8fbeb72ff522b7f66af8d;0xf812307390b4c8fb446fb1ecc8540e48199ac2a383161f452b2f429ab6227849;0x41154ec2206823f8e41e737bff34a88bfeeb4189dfd1e144ecde1a50be42177b;0x2a930e6deac97836240cf34aaa0d100d33349e2694cd25080f1a1173f4e76cdf;0xff7b3abb370904e7c76424e929f2ef89c3a0155b3bb334acae5176b75fcdae99;0xe3bb7bf78513a536dec21a21a39bc572108ec03b27063200224863c20636c77e;0x5edb92bc76e0ec633e97e262692cdf75f14fc1961593e21d0122531b3f865bf3;0xb229da50068f0175a76b07b9460a64a32c43da718f53ca04a0192a3da3bdd971;0x57d0aff1feab294f8da82ba67338dcc5118f5bc1db830532e79a1bfbf51bc8c1;0xe14a71b4b52ea71dd8b71a66090af8662b4f019cc22ae9688fd189a34d3edb32;0xe80c0a199bcc56f005205eb7434ef2a577b8d32e5471e637934024261aa2af1f;0x5e2a03e28ff05e58ed91854927fe024f2e5da4ff3a56de26e21da2b7996e4dfa,3LPWtW4ssUKt1Scmn2tqqgaLcr9JvKsvavdRNKcrgLwB,
B,16,12,1131.88,1199.72,2017.63,finalized,16,0xe6c198cee03e17532a2dd122391566756f725d31dd471f9af15051bd44fe1939;0x61444b127ed645d542cc02dcc12e0a28808a84a91c283f81028efa4718ce6adf;0xc3663b27c6920866deae50f33606979514f5e5557705494900fcaa5e026c450b;0x893c11d090ebfd80ede2dd834101b64ad6ff5c5d04ff0db1b215bc44177e4a88;0x0567c7b6d7223a2e73a1e8193ea4ab5de3ffa69ccfd78ffdeca2dce63a2eec97;0x41a7b82a21bfe075001e951a969388d249753020c93a0d81994ec52e822c3fe5;0xefed3ef55b71cc7055afe8c7d0ede753157b0580c34b2a4dd8f0221e395506d2;0x65e40f94e70f4c87d767a1ece0516f87b4c23a433a4ae82f4c6f4a856f0893eb;0xf0229c2fa5ef86a12c3550ab30e79b1b245d0ab5770e19eb2726a37a4c9666ab;0x30e2129f06dfa7e5605f16b2e1867721fe3dc92baa6d4fc2c868aa2a4d7aa1a2;0xeaad1622b7e03d74b1b7184d306a54cc8aed0fb44a9a49ba0e53c15bb34dce12;0xec81fb0014c13e84c90a38481b6822db8c11562f47d8f07a0d1fd6ecb8b6c23a;0xba0a231e1a620f1499b796a65c5c79d1de5159664ea68b067976154f0a91e058;0xaef1172362ad88980a8df6d6cab4d42c3b1b29390914252f614f3044b04846fd;0xf8c3979e438f54d16c5443a85a9cf57f3637bb95f2d58c960b165fa4d628cd5f;0xf511165fe1502a341dd04f365819d8e7390129c9af889cfea5f94e1bcc7e86ed,4qbGxgshPqwqfrJxbhyqWv7oiL6XouyoPkQapiqWVTRc,
B,16,13,1154.07,1438.28,2378.46,finalized,16,0x5f1c4b64aa32ac93cb9ce9e4ddcc47388df30a18a26a9dc48c946f44f956c25f;0xc0f151a856456e3d526003c1eee31fc0cef22023ffff08c82106af652e496ad1;0x7c551fe8a513b0b9d1b5fc07d2b467d71575b5b21f3b93ba90a369b7721a257f;0x90f5a48963c6de0b359accfe9234e30085457b80b032c554f8c80216766ff391;0x49392f479c611f8b0abe0211077a16ab023e1137b515dc443dbe55098e7de84e;0x941a88c63ebab502a915bc23bddc3cc68b4c6b84ffa012eac5c32f5cb5530658;0xfd9c4071281385d77e0cc9a099853674f4fd2770646b1d4366ceb482c25c50d6;0x0b1b4c96e7eaa6738d878eb1e82aa27bdf64571f92362b720f6dfaf38fefe083;0xdf62f59889e3e057b9520eb99a9e5f1d25fa62365ab08c2c02065fa115c034c6;0xc5d9ccf44ec3d6368272accbd9a80039ec2c9b211ff8c62065f37e97b01b288a;0x145218177bb6b747ed0350e5578d5cc01557cada990b4109e198590953bdbaa7;0x01b8299c3af4db6758e215ada09b4e678646e1195fdb1207b5565a9c0a11913f;0x7f362b79b246f3d3fb75e5153d5e2d7171eeb2b0513799b62febda057127ac25;0x8f47f271e4d4176a40b41cca8f08d5a01e64e0f01e720c6426ecca6d30b332a0;0x20af6280af72f5a1b1ab3b55558c91ff86de0968b1f62a009f486de637142212;0x81edaa6f974867f37312f509e0af605afe6a2d5adb193336d71e7918056f6271,GvXEzw4BxsoRYokroi535NrzX69SPpM3TAFNs3GrCQzV,
B,16,14,1142.12,1188.45,2136.7,finalized,16,0xf31f44f11771e10f5dbdaa9a15e9046d4b218f1681b1d67364d17d5cb7e2bdc2;0x8ee4ae4912857ce5c0f9a387905078a5d84b31a8c962b11a27e91385fcd83285;0xb01b6ffe28f9f55c3b6a4dfa161695c309625d04483cbfe0124014b6b59487c4;0x97d7596fa069f7a41bdc7ac0b4ea1274f2db4738885081b9d248500f3bb5eece;0x567b057d36cc0b9b4a53d84fb598e913f024adc079b6cd1eacc1a6411c31b60e;0xcd605bb4cd88bdc72c1c93019b4efaf940fe9d61a7f110113a25fbf15508f738;0xc7b3acbe5b57d13c8f7666f8daf9c783676f1da21358f9608e79a147c5568257;0xe2e4ff51fcf128a601f969c0397f1940eacfc4f2a73f9cd3e3dcfd87974d9b53;0xeaf3cd11373d483d3238660fde52ea43034da9b7f65cf08978d5f2d87eeb3562;0xe93fa975a0e2739e15e1ac7c60493e6c5f586c3f77a5a1b424b1e2188b93026f;0x7b1135212f3411e4c3b6e8a0855640d82d59ae0cb15ede62c28b3b7eedca6082;0xd931c480465f63c53cb40726ec1eedf72cfde1adc08c8aa6b18cd583d880a87b;0x93d8c01b6ef8225e65c1a1e3d4a92356f0b2a84223eeafb887c27d0de7202fb4;0x063f15d9d13fdc77ed8d4f998e903aaff3462d0925f99cafdd05af14e7d921d8;0x456187d02c1c2d5c7269f49469c41a28fc6378136d419e0b709b8426612e0fe7;0x5f2ae74501123d6ed0ac91e7bc9682bb6b2b0d07a8a6f44767740f736ba563d8,6eihSXzaLsFVuZq8DXLWhFke8YuuUx9Lx5weycSTyFFH,
B,16,15,1096.87,1198.62,1994.78,finalized,16,0x78d088de3408f77d5a1faa98221df9037595cebede54d93648e8aefaf5c47999;0x94159e75d6a215074c1279f6fc01d925e910030e3f6d278d8126ac4c5dfdf8d4;0x8ab2eaa7d2c0910ec9d1760f18aaff71ba2d76de60039deaf31cc35a7b713571;0x403c65e639b86ff0f82097b6e3994b991b7eda98e72eca03611ec0b15316a77e;0xc82d1f79431dc03215d83e8889e2aaf82dfdd0079d6d885a22f197d6a9d70a35;0x1f881dee051c377350822ca054fb2bf2ec525ac4ed54dc472b934d53dadb0fc7;0x877e96e065087e09ae785f525ade2366c871b389d7d80de41d0676c1f38fa797;0xaff3499852c4c43b101592b67496a46313e916640fc273ee209b7156e1b77837;0x02773e75b6990215a9beaa85b7e16f23c4bc6f758722165822909a9debc89f19;0xeac4c0f0dd9e24a328e81c854ba1061d126c684db470dcb3f19aab220ff56bbb;0x1cd392ae100b033bd0bd1da21b4f8e9655d0340b70ce290e056decf5d545c90d;0x91ab8152469b9d6ab29a4a26a600561ff07e17aa8810164dbe5689879bf07dab;0xbee8e1fd3f33bf1c3bb2aec603c87065fd6cf130f555d69b345bb35745f9f3f7;0xa7bfe58010313e4b1c9ee47938dfbb53909e9fec673df2c5aa154931b68fa3ca;0x055b35eb6785521a54953a5d449cbd77cda0c9233c02a596c869e602507599c3;0x37eb3536436cdc0d9c511139bde5a150ee091f96b4b64667a2f7edfd104ad1f5,7u6diKP8A5fjvh7ACVth4KLfTRKYcs8HsK4rcKZbNnso,
B,16,16,1141.45,1410.3,1981.62,finalized,16,0x9cfd6a87e8d928315996b260ab3b29a252f5f9b45a93faa2671e60c2dd7aa759;0x6766de1515b4c21112d7c093828f9f5916598e5e7a1325c59926bff52109b9b0;0x2cd0015da954f108b766d7326d61f711b57d8abb3793b17680f45bde35aa7253;0xa466313c71ea17589702bd8658421430b4df9e32fd7d6b3e9fc984856b7f42c6;0xfbafb7586ee1d5aa2803d886d5c2dc2a204623c14c7424221758bac4139fd7b7;0xc2a8ac49209888ebab5d25c7de1140d09dd966529a1b19fcd6c649995f101b8d;0x6c75298aad9687cfc94569134baecdb4a58803a61988e6ee678ebcde4101feaf;0xc108da7535f4167abf9ee2fd7b03d27e48649992c6cb1dd995c81066956aa6b4;0xbdbd381237e038b6b8e86013cbd2310583f8174820fadaee5bd8845bb18ab172;0x916ad72ee94e19180db8ba4e6d72e5ccdbd1d61468cd1e09da169c5ff6f7b784;0xcaa749182c77e81be35ae00d5db272106931ac7792ec4d06590e413e6089c07d;0x107f261d3e336b714bc4607c7efa26becf16007a70d1a9a233700cccc64233f7;0x8f9927c5b216efd6b6b09f2d79f333854bc39732783fad9fc33629280f8b84d9;0xbe7a5a13507a792cc02604d9c1e13e14359aa764c8cf353230f588976b6a8d21;0x62f57b3c8c125e596226e77e7ff64381613c13cb082526edd99904d8d2e6e374;0xabf9d0aefc302336c0d1b421373d90ed382cd35e240802108bc684949a29e429,DxnaCtNsSmKaPuLHngYTBtdvDoB1Aqj6ehpMkufwdaUs,
B,16,17,1132.76,1189.08,2272.18,finalized,16,0x411a2a28dc2569668f69dd5d4e659a6125d89609aa35b5f2ec1a6b4ce3fdc27a;0x94c1576120730182e7c9e8fa676ebd7a64a8b92bf143c68b8710f9d7c136f306;0x0fc57c07f75c5698c628b8ee4e57e0bf19650d66e02f5025dbaecddad15373b7;0x4fb79c66e9a339033deae2eec0c648840b8f98397490dbd97f51887e4fa40087;0x4e267359af926c3d98c0316821fa71225f6aff954a4ffc9f68d86730058c4e31;0x0ac8e5b9aed1cfce890b5969acc033d528f633b1029abf01e0c89a4a4eb3006c;0xa396ba952a4c858d9e030c113793087722cf7f79ac21267c3b840ebf161b460b;0xee7e09084b2df6b51421e4e599bc90d59d1f41f74841ec46195ce864e5dc7e79;0xa5471c54369782ebaa5c10901cef38156b2311cccad37423948b314ca20fd5be;0x65d5d5d01d051a0f399324a13a0adb06fb2699b4baf52c482fd1d4344ad3cc4f;0xb38e923b7ab5e07d1ab77d984b5cf3aa6a50776bf5dcf1839b28172e6d2db2f7;0xdf23842cb987fb7f12477b9cf22fcc8c4938249add7d34b9f61a5e525bd0e8df;0x0f94521a46328d50e1582cd9274e3d436d67a87326c7ed4695bed45abccfd300;0x30974276faa34b68f5ce152e31c26e0dfcfcba79cfcfce440e22e148d0cb5041;0x015921c695c381ee7e779f14e38580ba2286b385acd61b293e1988923bba78a5;0x327edd84fd88dc90a96f0b50b2c0be340215cf286a2c4bcc8cd8fc78ba9df26b,FQw8eFswV9dejC1jdyfhh4JSfUt5HaLovqfE5PiPZdRX,
B,16,18,1131.77,1288.68,1985.79,finalized,16,0x0e17fba7488748e0b7cfefd5acd2eccff668c621dd35e1ca77e80d32fc6ba876;0xe67dd603db81240bd41e7835ae230332b2c8c8b3199315ce9b888916a1dc1ef6;0xa83dbdb85eee05f19875868f8cb74e1492480895b2726557ae8585053fa82f05;0xc2db6eb99ccfd8efece5ed59acb9b71c6956029493fd7d68b0b9bc3ba55a334d;0xd6462dec5eaed4a71baf7754930215787571e24696103ddb00e94a7a3ffdf82e;0x6b1a9085aac2d578977de5c6a41e9a997ae286600c57f9e9025e80018ae9f148;0x02af1c5512c247601c9c37f991041e40c469e5aa6b8138328e69d6e30cba6afe;0xc61eff36f3ecf6b8f338dd93fa4190d640fd07956ed2f5249892252fa4a773c4;0x7677d9a29b8282e3ba463860733f67586d1947af7558e4909129a9e02d2bf0a6;0xad0c6b5c9c55dd3651b2a9a79c12d8622bd6fca5a605a34b7b9db2916ceb43f1;0x7cdcddd2c786eb8451ce2e213ef38e79d32d3c34968a3e643614c29bbe4e0256;0x35664e972b20324c64d3e83915a22bf7baeb761809cd67349a9843b4a3ccd5af;0x1ed9898fa31abc191144f83998a4c06641d6b92756fa3538875280037c2df50d;0x956f48412a930a95f5e9d38d234b758409f39873b71f6f1ae2646bb56519b8c7;0x8756b09f876e3e4a5ed49c22a1866cf2687693980bb98389c0a6c695c377fdaa;0xf34cc7789687c51fadc130a7c2e3ccf1a04e076010c91910786f7df1e93ad099,AVcGFFZg5R1Ygna1uUpNjoXFZqvDuEH3TE8ii1GopGi5,
B,16,19,1092.77,1358.3,1933.55,finalized,16,0x1375c34674bfc56f954f82f5a28a6390f61a4c7a4ef67b1910d1934f04d76f52;0xe90cf4905dbbf3c93649bf420c7d35273cefe1aef0450687495f0da1cd91f291;0x917df0641361098c61b651df282491b9e2fccb9174b383f5200dd98b00b217c1;0x6804baf6165a2f6afeea2bb2327caa064674af923b6aee93badc0ce220e62017;0x3671796f6570c4426e6f30a8dff7acbfb50d541a24fb217dc24f2b98da1d4c35;0x53e6213c820e2e5ec109d36a1f009194978324ad817c037ea9673d07fee07728;0xeae3c36707eac872d0163f023236df613af29c5b80a8c5c5a1da32b45e164ea8;0xec35b3d45233a7b1c1c89958ed8ed842fe992f136634b169c9acb9391279544b;0x3193a7accfa08a8906311ba664ce4f3409b9acfbec633b325ed9c6bd67862d78;0xc42e1558a9c2818e729f767f91295045b2a74a735a4e13064fdad88d875cc15f;0x067ddb069150b5c700d8c95ad4ec24d4a40007393299814823421bfb229266ed;0x20fd47fa0b59612042af51b6ec0bbde9840c08f17a74505b339dbfda171f72f6;0x3430cc40c4920184360e76cfdae21878e1d1069663a03d75bfafe7783d32b474;0xeb758fb3dcc3dc27e0ba96c60ddd34d127849c43a19aaf1ff8369e4855efe874;0xbc97511532f8e79a621744ece15bb8ce80a9a90772dbd09056dbe425375b6953;0xc487210836ae9015e7817f24926b569d3cc3abcb8f18f9256d33f09e0d5daa54,DwJErcwS67LG7ntLqQLN7cERP51ranv99YfdkKf1T2pv,
